Model,Tumor Type,Treatment
X-017,GC,BYL719 + LJM716
X-017,GC,BYL719 + LJM716
X-017,GC,BYL719 + LJM716
X-017,GC,BYL719 + LJM716
X-017,GC,BYL719 + LJM716
X-017,GC,BYL719 + LJM716
X-017,GC,BYL719 + LJM716
X-017,GC,BYL719 + LJM716
X-017,GC,BYL719 + LJM716
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,BYL719 + HSP990
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,CLR457
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,HDM201
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,"figitumumab"""
X-017,GC,HSP990
X-017,GC,HSP990
X-017,GC,HSP990
X-017,GC,HSP990
X-017,GC,HSP990
X-017,GC,HSP990
X-017,GC,HSP990
X-017,GC,HSP990
X-017,GC,HSP990
X-017,GC,HSP990
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280
X-017,GC,INC280 + trastuzumab
X-017,GC,INC280 + trastuzumab
X-017,GC,INC280 + trastuzumab
X-017,GC,INC280 + trastuzumab
X-017,GC,INC280 + trastuzumab
X-017,GC,INC280 + trastuzumab
X-017,GC,INC280 + trastuzumab
X-017,GC,INC280 + trastuzumab
X-017,GC,INC280 + trastuzumab
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LEE011
X-017,GC,LJM716 + trastuzumab
X-017,GC,LJM716 + trastuzumab
X-017,GC,LJM716 + trastuzumab
X-017,GC,LJM716 + trastuzumab
X-017,GC,LJM716 + trastuzumab
X-017,GC,LJM716 + trastuzumab
X-017,GC,LJM716 + trastuzumab
X-017,GC,LJM716 + trastuzumab
X-017,GC,LJM716
X-017,GC,LJM716
X-017,GC,LJM716
X-017,GC,LJM716
X-017,GC,LJM716
X-017,GC,LJM716
X-017,GC,LJM716
X-017,GC,LJM716
X-017,GC,LJM716
X-017,GC,LJM716
X-017,GC,LJM716
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,LLM871
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,binimetinib
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,everolimus
X-017,GC,trastuzumab
X-017,GC,trastuzumab
X-017,GC,trastuzumab
X-017,GC,trastuzumab
X-017,GC,trastuzumab
X-017,GC,trastuzumab
X-017,GC,trastuzumab
X-017,GC,untreated
X-017,GC,untreated
X-017,GC,untreated
X-017,GC,untreated
X-017,GC,untreated
X-017,GC,untreated
X-017,GC,untreated
X-017,GC,untreated
X-017,GC,untreated
X-020,GC,BGJ398
X-020,GC,BGJ398
X-020,GC,BGJ398
X-020,GC,BGJ398
X-020,GC,BGJ398
X-020,GC,BGJ398
X-020,GC,BGJ398
X-020,GC,BGJ398
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BKM120
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719 + LJM716
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,BYL719 + HSP990
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,CLR457
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,HDM201
X-020,GC,"figitumumab"""
X-020,GC,"figitumumab"""
X-020,GC,"figitumumab"""
X-020,GC,"figitumumab"""
X-020,GC,"figitumumab"""
X-020,GC,"figitumumab"""
X-020,GC,"figitumumab"""
X-020,GC,"figitumumab"""
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,HSP990
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,INC280 + trastuzumab
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011 + everolimus
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LEE011
X-020,GC,LJM716 + trastuzumab
X-020,GC,LJM716 + trastuzumab
X-020,GC,LJM716 + trastuzumab
X-020,GC,LJM716 + trastuzumab
X-020,GC,LJM716 + trastuzumab
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LJM716
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,LLM871
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,binimetinib
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,everolimus
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,trastuzumab
X-020,GC,untreated
X-020,GC,untreated
X-020,GC,untreated
X-020,GC,untreated
X-020,GC,untreated
X-020,GC,untreated
X-020,GC,untreated
X-020,GC,untreated
X-020,GC,untreated
X-023,GC,BYL719 + LJM716
X-023,GC,BYL719 + LJM716
X-023,GC,BYL719 + LJM716
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719 + HSP990
X-023,GC,BYL719
X-023,GC,BYL719
X-023,GC,BYL719
X-023,GC,BYL719
X-023,GC,BYL719
X-023,GC,BYL719
X-023,GC,BYL719
X-023,GC,BYL719
X-023,GC,BYL719
X-023,GC,BYL719
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,HSP990
X-023,GC,LEE011 + everolimus
X-023,GC,LEE011 + everolimus
X-023,GC,LEE011 + everolimus
X-023,GC,LEE011 + everolimus
X-023,GC,LEE011 + everolimus
X-023,GC,LEE011 + everolimus
X-023,GC,LEE011 + everolimus
X-023,GC,LEE011 + everolimus
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LEE011
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,LJM716
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,everolimus
X-023,GC,untreated
X-023,GC,untreated
X-023,GC,untreated
X-023,GC,untreated
X-023,GC,untreated
X-023,GC,untreated
X-023,GC,untreated
X-023,GC,untreated
X-023,GC,untreated
X-023,GC,untreated
X-023,GC,untreated
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + LJM716
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719 + HSP990
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,BYL719
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,HSP990
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011 + everolimus
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LEE011
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,LJM716
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,everolimus
X-024,GC,untreated
X-024,GC,untreated
X-024,GC,untreated
X-024,GC,untreated
X-024,GC,untreated
X-024,GC,untreated
X-024,GC,untreated
X-024,GC,untreated
X-024,GC,untreated
X-024,GC,untreated
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BGJ398
X-025,GC,BKM120
X-025,GC,BKM120
X-025,GC,BKM120
X-025,GC,BKM120
X-025,GC,BKM120
X-025,GC,BKM120
X-025,GC,BKM120
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + LJM716
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719 + HSP990
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,BYL719
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,CLR457
X-025,GC,HDM201
X-025,GC,HDM201
X-025,GC,HDM201
X-025,GC,HDM201
X-025,GC,HDM201
X-025,GC,HDM201
X-025,GC,HDM201
X-025,GC,HDM201
X-025,GC,HDM201
X-025,GC,HDM201
X-025,GC,HDM201
X-025,GC,"figitumumab"""
X-025,GC,"figitumumab"""
X-025,GC,"figitumumab"""
X-025,GC,"figitumumab"""
