Cell line Name,Model ID, COSMIC ID, TCGA Classfication, Tissue,Tissue sub-type, Datasets, number of drugs
"Caov-3","SIDM00919","906825","OV","urogenital_system","ovary","GDSC2","184"
"CAL-120","SIDM00940","906826","BRCA","breast","breast","GDSC2","285"
"CAL-72","SIDM00930","906827","UNCLASSIFIED","bone","osteosarcoma","GDSC2","281"
"CAL-62","SIDM00931","906828","THCA","thyroid","thyroid","GDSC2","282"
"C32","SIDM00890","906830","SKCM","skin","melanoma","GDSC2","296"
"Daudi","SIDM00845","906831","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"DB","SIDM00886","906832","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"Daoy","SIDM00887","906833","MB","nervous_system","medulloblastoma","GDSC2","280"
"D-283MED","SIDM00888","906834","MB","nervous_system","medulloblastoma","GDSC2","281"
"DBTRG-05MG","SIDM00867","906835","GBM","nervous_system","glioma","GDSC2","281"
"DEL","SIDM00949","906836","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","278"
"Detroit562","SIDM00831","906837","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"DG-75","SIDM00948","906838","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"DK-MG","SIDM00947","906839","GBM","nervous_system","glioma","GDSC2","281"
"DJM-1","SIDM00281","906841","UNCLASSIFIED","skin","skin_other","GDSC2","180"
"DOHH-2","SIDM00981","906842","DLBC","blood","B_cell_lymphoma","GDSC2","256"
"DoTc2-4510","SIDM00864","906843","CESC","urogenital_system","cervix","GDSC2","282"
"DU-4475","SIDM01001","906844","BRCA","breast","breast","GDSC2","282"
"EB2","SIDM00863","906846","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","282"
"EB-3","SIDM00793","906847","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"ECC10","SIDM00280","906848","UNCLASSIFIED","digestive_system","stomach","GDSC2","281"
"ECC12","SIDM00279","906849","UNCLASSIFIED","digestive_system","stomach","GDSC2","202"
"EFM-19","SIDM01056","906851","BRCA","breast","breast","GDSC2","286"
"EFO-27","SIDM01051","906852","UNCLASSIFIED","urogenital_system","ovary","GDSC2","257"
"EM-2","SIDM01047","906855","LCML","blood","chronic_myeloid_leukaemia","GDSC2","280"
"EoL-1-cell","SIDM00277","906856","UNCLASSIFIED","blood","haematopoietic_neoplasm_other","GDSC2","282"
"ETK-1","SIDM00276","906861","UNCLASSIFIED","digestive_system","biliary_tract","GDSC2","281"
"EVSA-T","SIDM01042","906862","BRCA","breast","breast","GDSC2","284"
"FADU","SIDM00860","906863","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"FTC-133","SIDM00213","906864","THCA","thyroid","thyroid","GDSC2","268"
"G-361","SIDM00857","906865","SKCM","skin","melanoma","GDSC2","281"
"GAMG","SIDM01055","906868","LGG","nervous_system","glioma","GDSC2","282"
"GCIY","SIDM00274","906869","STAD","digestive_system","stomach","GDSC2","282"
"GDM-1","SIDM01057","906870","LAML","blood","acute_myeloid_leukaemia","GDSC2","281"
"GI-1","SIDM00273","906871","LGG","nervous_system","glioma","GDSC2","271"
"GI-ME-N","SIDM00227","906872","NB","nervous_system","neuroblastoma","GDSC2","281"
"GOTO","SIDM00544","906875","NB","nervous_system","neuroblastoma","GDSC2","281"
"GR-ST","SIDM01259","906877","ALL","blood","lymphoblastic_leukemia","GDSC2","282"
"GCT","SIDM00853","906999","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","281"
"ESS-1","SIDM01043","907000","UNCLASSIFIED","urogenital_system","endometrium","GDSC2","282"
"H4","SIDM00852","907042","LGG","nervous_system","glioma","GDSC2","281"
"H9","SIDM01251","907043","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","276"
"HC-1","SIDM01073","907044","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC2","280"
"HCC1419","SIDM00882","907045","BRCA","breast","breast","GDSC2","280"
"HCC1569","SIDM00878","907046","BRCA","breast","breast","GDSC2","259"
"HCC1806","SIDM00875","907047","UNCLASSIFIED","breast","breast","GDSC2","284"
"HCC70","SIDM00673","907048","BRCA","breast","breast","GDSC2","286"
"HEC-1","SIDM00596","907051","UCEC","urogenital_system","endometrium","GDSC2","281"
"HEL","SIDM00594","907053","LAML","blood","acute_myeloid_leukaemia","GDSC2","257"
"HGC-27","SIDM00290","907055","STAD","digestive_system","stomach","GDSC2","279"
"HH","SIDM00671","907056","UNCLASSIFIED","blood","T_cell_leukemia","GDSC2","282"
"HLE","SIDM00064","907057","LIHC","digestive_system","liver","GDSC2","282"
"HMV-II","SIDM00291","907058","SKCM","skin","melanoma","GDSC2","282"
"HOS","SIDM00806","907060","UNCLASSIFIED","bone","osteosarcoma","GDSC2","282"
"HSC-3","SIDM00589","907061","HNSC","aero_digestive_tract","head_and_neck","GDSC2","280"
"HSC-4","SIDM00588","907062","HNSC","aero_digestive_tract","head_and_neck","GDSC2","281"
"HT","SIDM00661","907063","DLBC","blood","B_cell_lymphoma","GDSC2","177"
"HT-1080","SIDM00828","907064","UNCLASSIFIED","soft_tissue","fibrosarcoma","GDSC2","281"
"HT-1197","SIDM00676","907065","BLCA","urogenital_system","bladder","GDSC2","266"
"HT-1376","SIDM00678","907066","BLCA","urogenital_system","bladder","GDSC2","202"
"HT-144","SIDM00695","907067","SKCM","skin","melanoma","GDSC2","280"
"HT-3","SIDM00679","907068","CESC","urogenital_system","cervix","GDSC2","281"
"HuCCT1","SIDM00587","907069","UNCLASSIFIED","digestive_system","biliary_tract","GDSC2","282"
"HuH-7","SIDM00585","907071","LIHC","digestive_system","liver","GDSC2","281"
"HuO9","SIDM00599","907072","UNCLASSIFIED","bone","osteosarcoma","GDSC2","281"
"HuTu-80","SIDM00694","907073","UNCLASSIFIED","digestive_system","digestive_system_other","GDSC2","257"
"IGR-1","SIDM01060","907169","SKCM","skin","melanoma","GDSC2","280"
"IMR-5","SIDM01206","907170","NB","nervous_system","neuroblastoma","GDSC2","280"
"IPC-298","SIDM01059","907171","SKCM","skin","melanoma","GDSC2","180"
"IST-MEL1","SIDM00225","907172","SKCM","skin","melanoma","GDSC2","170"
"IST-MES1","SIDM00224","907173","MESO","lung","mesothelioma","GDSC2","282"
"JAR","SIDM01039","907175","UNCLASSIFIED","urogenital_system","urogenital_system_other","GDSC2","179"
"JEG-3","SIDM01218","907176","UNCLASSIFIED","urogenital_system","urogenital_system_other","GDSC2","179"
"JiyoyeP-2003","SIDM00808","907268","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","269"
"JVM-2","SIDM01013","907269","CLL","blood","lymphoid_neoplasm_other","GDSC2","280"
"JVM-3","SIDM01012","907270","CLL","blood","lymphoid_neoplasm_other","GDSC2","274"
"KALS-1","SIDM00613","907271","LGG","nervous_system","glioma","GDSC2","281"
"KARPAS-45","SIDM01007","907272","ALL","blood","lymphoblastic_leukemia","GDSC2","280"
"KARPAS-299","SIDM01010","907273","UNCLASSIFIED","blood","anaplastic_large_cell_lymphoma","GDSC2","246"
"KARPAS-422","SIDM01008","907274","DLBC","blood","B_cell_lymphoma","GDSC2","282"
"KASUMI-1","SIDM01005","907275","LAML","blood","acute_myeloid_leukaemia","GDSC2","257"
"KATOIII","SIDM00687","907276","STAD","digestive_system","stomach","GDSC2","282"
"KE-37","SIDM01003","907277","ALL","blood","lymphoblastic_leukemia","GDSC2","280"
"KG-1","SIDM00785","907278","LAML","blood","acute_myeloid_leukaemia","GDSC2","281"
"KINGS-1","SIDM00612","907279","LGG","nervous_system","glioma","GDSC2","282"
"KMOE-2","SIDM01019","907280","LAML","blood","acute_myeloid_leukaemia","GDSC2","280"
"KMS-12-BM","SIDM01020","907281","MM","blood","myeloma","GDSC2","280"
"KNS-42","SIDM00607","907282","LGG","nervous_system","glioma","GDSC2","180"
"HuP-T3","SIDM00533","907285","PAAD","pancreas","pancreas","GDSC2","281"
"HuP-T4","SIDM00531","907286","PAAD","pancreas","pancreas","GDSC2","281"
"HT55","SIDM00541","907287","COREAD","digestive_system","large_intestine","GDSC2","282"
"HT-115","SIDM00534","907289","COREAD","digestive_system","large_intestine","GDSC2","258"
"H-EMC-SS","SIDM00535","907290","UNCLASSIFIED","bone","chondrosarcoma","GDSC2","282"
"GP5d","SIDM00537","907291","COREAD","digestive_system","large_intestine","GDSC2","281"
"DMS-53","SIDM00523","907295","SCLC","lung","lung_small_cell_carcinoma","GDSC2","281"
"G-402","SIDM00855","907298","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","280"
"G-401","SIDM00856","907299","UNCLASSIFIED","kidney","kidney","GDSC2","281"
"KY821","SIDM00553","907300","LAML","blood","leukemia","GDSC2","279"
"KU812","SIDM00308","907311","LCML","blood","chronic_myeloid_leukaemia","GDSC2","282"
"KU-19-19","SIDM01033","907312","BLCA","urogenital_system","bladder","GDSC2","280"
"KS-1","SIDM00555","907313","GBM","nervous_system","glioma","GDSC2","282"
"KP-N-YN","SIDM00556","907314","NB","nervous_system","neuroblastoma","GDSC2","255"
"KYSE-150","SIDM01031","907317","ESCA","aero_digestive_tract","oesophagus","GDSC2","168"
"KYSE-180","SIDM01030","907318","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYSE-270","SIDM01029","907319","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"KYSE-450","SIDM01027","907320","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYSE-510","SIDM01026","907321","ESCA","aero_digestive_tract","oesophagus","GDSC2","235"
"L-428","SIDM00327","907322","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"L-540","SIDM00329","907323","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"LAMA-84","SIDM00346","907783","LCML","blood","chronic_myeloid_leukaemia","GDSC2","282"
"LC-2-ad","SIDM00297","907786","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"LC4-1","SIDM00549","907787","ALL","blood","lymphoblastic_leukemia","GDSC2","280"
"LNCaP-Clone-FGC","SIDM00683","907788","PRAD","urogenital_system","prostate","GDSC2","281"
"LOUCY","SIDM00342","907789","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","282"
"LoVo","SIDM00839","907790","COREAD","digestive_system","large_intestine","GDSC2","283"
"LP-1","SIDM00340","907791","MM","blood","myeloma","GDSC2","257"
"LS-123","SIDM00776","907792","COREAD","digestive_system","large_intestine","GDSC2","283"
"LS-411N","SIDM00660","907794","COREAD","digestive_system","large_intestine","GDSC2","282"
"LS-513","SIDM00677","907795","COREAD","digestive_system","large_intestine","GDSC2","224"
"LU-99A","SIDM01219","907796","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","281"
"MC116","SIDM00637","907799","DLBC","blood","B_cell_lymphoma","GDSC2","174"
"MC-IXC","SIDM01246","908118","NB","nervous_system","neuroblastoma","GDSC2","179"
"MDA-MB-175-VII","SIDM00633","908120","BRCA","breast","breast","GDSC2","176"
"MDA-MB-361","SIDM00528","908121","BRCA","breast","breast","GDSC2","285"
"MDA-MB-453","SIDM00272","908122","BRCA","breast","breast","GDSC2","286"
"MDA-MB-468","SIDM00628","908123","BRCA","breast","breast","GDSC2","285"
"MEL-HO","SIDM00337","908124","SKCM","skin","melanoma","GDSC2","180"
"MEL-JUSO","SIDM00336","908125","SKCM","skin","melanoma","GDSC2","281"
"MEG-01","SIDM00526","908126","LCML","blood","chronic_myeloid_leukaemia","GDSC2","282"
"MES-SA","SIDM00625","908127","UNCLASSIFIED","urogenital_system","uterus","GDSC2","279"
"Mewo","SIDM00545","908128","SKCM","skin","melanoma","GDSC2","170"
"MFE-280","SIDM00335","908129","UCEC","urogenital_system","endometrium","GDSC2","282"
"MFE-296","SIDM00334","908130","UCEC","urogenital_system","endometrium","GDSC2","281"
"MG-63","SIDM00525","908131","UNCLASSIFIED","bone","osteosarcoma","GDSC2","282"
"MHH-CALL-2","SIDM00331","908132","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","252"
"MHH-CALL-4","SIDM00376","908133","","blood","B_cell_leukemia","GDSC2","179"
"MHH-ES-1","SIDM00386","908134","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","296"
"MHH-NB-11","SIDM00387","908135","NB","nervous_system","neuroblastoma","GDSC2","180"
"MHH-PREB-1","SIDM00388","908136","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","281"
"MKN1","SIDM00271","908138","UNCLASSIFIED","digestive_system","stomach","GDSC2","270"
"MKN28","SIDM00260","908139","STAD","digestive_system","stomach","GDSC2","282"
"ML-2","SIDM00441","908141","LAML","blood","acute_myeloid_leukaemia","GDSC2","282"
"MLMA","SIDM00561","908142","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC2","281"
"MN-60","SIDM00438","908143","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","281"
"MOG-G-CCM","SIDM00532","908144","LGG","nervous_system","glioma","GDSC2","170"
"MOG-G-UVW","SIDM00504","908145","LGG","nervous_system","glioma","GDSC2","169"
"MOLT-13","SIDM00433","908146","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","280"
"MOLT-16","SIDM00431","908147","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","280"
"MONO-MAC-6","SIDM01023","908148","LAML","blood","acute_myeloid_leukaemia","GDSC2","170"
"Mo-T","SIDM00623","908149","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC2","282"
"MPP-89","SIDM00222","908150","MESO","lung","mesothelioma","GDSC2","282"
"MRK-nu-1","SIDM00562","908151","BRCA","breast","breast","GDSC2","284"
"MSTO-211H","SIDM00640","908152","MESO","lung","mesothelioma","GDSC2","281"
"MV-4-11","SIDM00657","908156","UNCLASSIFIED","blood","leukemia","GDSC2","189"
"NALM-6","SIDM00429","908158","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","282"
"NAMALWA","SIDM00641","908159","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"NB69","SIDM00244","908440","NB","nervous_system","neuroblastoma","GDSC2","282"
"NCCIT","SIDM00655","908441","","urogenital_system","testis","GDSC2","170"
"NCI-H508","SIDM00777","908442","COREAD","digestive_system","large_intestine","GDSC2","181"
"NCI-H520","SIDM01130","908443","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","282"
"SNU-1","SIDM01146","908444","STAD","digestive_system","stomach","GDSC2","280"
"SNU-5","SIDM01144","908445","STAD","digestive_system","stomach","GDSC2","281"
"SNU-16","SIDM01145","908446","STAD","digestive_system","stomach","GDSC2","155"
"NH-12","SIDM00577","908447","NB","nervous_system","neuroblastoma","GDSC2","280"
"NKM-1","SIDM00576","908448","LAML","blood","acute_myeloid_leukaemia","GDSC2","170"
"NMC-G1","SIDM00575","908449","LGG","nervous_system","glioma","GDSC2","184"
"no-11","SIDM00573","908450","LGG","nervous_system","glioma","GDSC2","179"
"NOMO-1","SIDM00580","908451","LAML","blood","acute_myeloid_leukaemia","GDSC2","281"
"no-10","SIDM00574","908452","LGG","nervous_system","glioma","GDSC2","180"
"NTERA-2-cl-D1","SIDM01203","908454","UNCLASSIFIED","urogenital_system","testis","GDSC2","170"
"NUGC-3","SIDM00572","908455","STAD","digestive_system","stomach","GDSC2","281"
"NCI-H747","SIDM00778","908457","COREAD","digestive_system","large_intestine","GDSC2","282"
"NCI-H716","SIDM00779","908458","COREAD","digestive_system","large_intestine","GDSC2","282"
"NCI-H596","SIDM01127","908459","UNCLASSIFIED","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H441","SIDM00925","908460","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-N87","SIDM01147","908461","STAD","digestive_system","stomach","GDSC2","259"
"NCI-H2452","SIDM00722","908462","MESO","lung","mesothelioma","GDSC2","170"
"NCI-H1793","SIDM00755","908463","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"NCI-H358","SIDM00718","908465","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H1155","SIDM00651","908467","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","280"
"NCI-H1105","SIDM00652","908468","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179"
"NCI-H1436","SIDM00697","908469","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179"
"NCI-H28","SIDM00720","908470","MESO","lung","mesothelioma","GDSC2","282"
"NCI-H1581","SIDM00748","908471","UNCLASSIFIED","lung","lung_NSCLC_large_cell","GDSC2","282"
"NCI-H1573","SIDM00749","908472","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","169"
"NCI-H1666","SIDM00743","908473","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H1703","SIDM00740","908474","UNCLASSIFIED","lung","lung_NSCLC_adenocarcinoma","GDSC2","170"
"NCI-H1755","SIDM00738","908475","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H1993","SIDM00758","908476","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"NCI-H2081","SIDM00710","908480","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"NCI-H2196","SIDM00731","908481","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"NCI-H524","SIDM01129","908483","SCLC","lung","lung_small_cell_carcinoma","GDSC2","282"
"NCI-H748","SIDM01117","909194","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179"
"ONS-76","SIDM00567","909248","MB","nervous_system","medulloblastoma","GDSC2","281"
"OPM-2","SIDM00457","909249","MM","blood","myeloma","GDSC2","280"
"OS-RC-2","SIDM00239","909250","KIRC","kidney","kidney","GDSC2","281"
"P12-ICHIKAWA","SIDM00463","909251","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","252"
"P30-OHK","SIDM00364","909252","ALL","blood","lymphoblastic_leukemia","GDSC2","280"
"P31-FUJ","SIDM00363","909253","LAML","blood","acute_myeloid_leukaemia","GDSC2","169"
"PA-1","SIDM01140","909255","UNCLASSIFIED","urogenital_system","ovary","GDSC2","280"
"OCUB-M","SIDM00241","909256","BRCA","breast","breast","GDSC2","282"
"OC-314","SIDM00220","909257","OV","urogenital_system","ovary","GDSC2","168"
"PF-382","SIDM00451","909260","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","280"
"Raji","SIDM00844","909262","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"RCM-1","SIDM00359","909263","COREAD","digestive_system","large_intestine","GDSC2","283"
"RD","SIDM00847","909264","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","281"
"REH","SIDM00447","909696","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","281"
"RF-48","SIDM01092","909697","STAD","digestive_system","stomach","GDSC2","272"
"RKO","SIDM01090","909698","COREAD","digestive_system","large_intestine","GDSC2","282"
"RMG-I","SIDM00352","909699","UNCLASSIFIED","urogenital_system","ovary","GDSC2","170"
"RPMI-6666","SIDM00813","909701","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","280"
"RPMI-8402","SIDM00403","909702","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","169"
"RS4-11","SIDM01086","909703","ALL","blood","leukemia","GDSC2","280"
"RT-112","SIDM00402","909704","BLCA","urogenital_system","bladder","GDSC2","282"
"RVH-421","SIDM00401","909706","SKCM","skin","melanoma","GDSC2","184"
"Saos-2","SIDM01084","909707","UNCLASSIFIED","bone","osteosarcoma","GDSC2","282"
"SAS","SIDM00351","909708","HNSC","aero_digestive_tract","head_and_neck","GDSC2","282"
"SCC-9","SIDM01080","909709","HNSC","aero_digestive_tract","head_and_neck","GDSC2","282"
"SCH","SIDM00383","909711","UNCLASSIFIED","digestive_system","stomach","GDSC2","180"
"SF126","SIDM00382","909712","GBM","nervous_system","glioma","GDSC2","179"
"SH-4","SIDM01079","909713","SKCM","skin","melanoma","GDSC2","282"
"SIG-M5","SIDM00396","909715","LAML","blood","acute_myeloid_leukaemia","GDSC2","176"
"SJRH30","SIDM01095","909716","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","281"
"SJSA-1","SIDM01112","909717","UNCLASSIFIED","bone","bone_other","GDSC2","170"
"SK-CO-1","SIDM01096","909718","COREAD","digestive_system","large_intestine","GDSC2","283"
"SK-HEP-1","SIDM01110","909719","LIHC","digestive_system","liver","GDSC2","281"
"SK-LMS-1","SIDM01109","909720","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","282"
"SK-LU-1","SIDM01108","909721","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","250"
"SKM-1","SIDM00380","909722","UNCLASSIFIED","blood","haematopoietic_neoplasm_other","GDSC2","257"
"SK-MEL-1","SIDM01107","909723","SKCM","skin","melanoma","GDSC2","170"
"SK-MEL-3","SIDM01105","909724","SKCM","skin","melanoma","GDSC2","179"
"SK-MEL-24","SIDM01106","909725","SKCM","skin","melanoma","GDSC2","282"
"SK-MEL-30","SIDM00392","909726","SKCM","skin","melanoma","GDSC2","179"
"SK-MEL-31","SIDM01104","909727","SKCM","skin","melanoma","GDSC2","180"
"SK-MES-1","SIDM01103","909728","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","281"
"SK-MG-1","SIDM00379","909729","GBM","nervous_system","glioma","GDSC2","281"
"SK-PN-DW","SIDM01097","909731","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","280"
"SK-UT-1","SIDM01113","909732","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","282"
"SNG-M","SIDM00373","909735","UCEC","urogenital_system","endometrium","GDSC2","281"
"SNU-387","SIDM01180","909736","LIHC","digestive_system","liver","GDSC2","280"
"SNU-423","SIDM01199","909737","LIHC","digestive_system","liver","GDSC2","282"
"SNU-449","SIDM01194","909738","LIHC","digestive_system","liver","GDSC2","281"
"SNU-C2B","SIDM00781","909740","COREAD","digestive_system","large_intestine","GDSC2","284"
"SU-DHL-1","SIDM00390","909742","UNCLASSIFIED","blood","anaplastic_large_cell_lymphoma","GDSC2","171"
"SUP-T1","SIDM01154","909743","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","282"
"SW13","SIDM00814","909744","ACC","kidney","adrenal_gland","GDSC2","281"
"SW1088","SIDM01155","909745","GBM","nervous_system","glioma","GDSC2","281"
"SW1116","SIDM00835","909746","COREAD","digestive_system","large_intestine","GDSC2","283"
"SW1417","SIDM00812","909747","COREAD","digestive_system","large_intestine","GDSC2","283"
"SW1463","SIDM00834","909748","COREAD","digestive_system","large_intestine","GDSC2","283"
"SW1710","SIDM00420","909749","BLCA","urogenital_system","bladder","GDSC2","282"
"SW1783","SIDM01164","909750","LGG","nervous_system","glioma","GDSC2","170"
"SW48","SIDM00837","909751","COREAD","digestive_system","large_intestine","GDSC2","271"
"SW626","SIDM01168","909753","OV","urogenital_system","ovary","GDSC2","281"
"SW684","SIDM01175","909754","UNCLASSIFIED","soft_tissue","fibrosarcoma","GDSC2","282"
"SW837","SIDM00833","909755","COREAD","digestive_system","large_intestine","GDSC2","283"
"SW872","SIDM01159","909756","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","281"
"SW948","SIDM00832","909757","COREAD","digestive_system","large_intestine","GDSC2","281"
"SW962","SIDM01178","909758","UNCLASSIFIED","urogenital_system","urogenital_system_other","GDSC2","180"
"SW982","SIDM01161","909759","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","282"
"T84","SIDM00782","909761","COREAD","digestive_system","large_intestine","GDSC2","283"
"TALL-1","SIDM00370","909762","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","180"
"TGBC1TKB","SIDM00252","909769","UNCLASSIFIED","digestive_system","biliary_tract","GDSC2","170"
"TGBC11TKB","SIDM00251","909770","STAD","digestive_system","stomach","GDSC2","202"
"THP-1","SIDM01172","909771","LAML","blood","acute_myeloid_leukaemia","GDSC2","180"
"TUR","SIDM01205","909773","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"TYK-nu","SIDM00321","909774","UNCLASSIFIED","urogenital_system","ovary","GDSC2","281"
"U-2-OS","SIDM01191","909776","UNCLASSIFIED","bone","osteosarcoma","GDSC2","296"
"U-698-M","SIDM00424","909777","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","280"
"UACC-893","SIDM01186","909778","BRCA","breast","breast","GDSC2","186"
"UMC-11","SIDM01183","909779","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC2","281"
"VMRC-RCZ","SIDM00317","909781","KIRC","kidney","kidney","GDSC2","282"
"WM-115","SIDM01000","909784","SKCM","skin","melanoma","GDSC2","281"
"WSU-NHL","SIDM00412","909785","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","257"
"YAPC","SIDM00411","909904","PAAD","pancreas","pancreas","GDSC2","282"
"YH-13","SIDM00316","909905","GBM","nervous_system","glioma","GDSC2","282"
"ZR-75-30","SIDM00971","909907","BRCA","breast","breast","GDSC2","286"
"RCC10RGB","SIDM00235","909974","KIRC","kidney","kidney","GDSC2","281"
"KURAMOCHI","SIDM00554","909975","UNCLASSIFIED","urogenital_system","ovary","GDSC2","282"
"KM-H2","SIDM01018","909976","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"HuO-3N1","SIDM00584","909977","UNCLASSIFIED","bone","osteosarcoma","GDSC2","281"
"OE19","SIDM00479","910079","ESCA","aero_digestive_tract","oesophagus","GDSC2","280"
"SUP-B8","SIDM01177","910209","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","179"
"NCI-H838","SIDM01150","910399","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180"
"Ramos-2G6-4C10","SIDM01247","910401","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","278"
"RPMI-8866","SIDM00482","910544","LCML","blood","chronic_myeloid_leukaemia","GDSC2","229"
"QIMR-WIL","SIDM00467","910545","LAML","blood","acute_myeloid_leukaemia","GDSC2","180"
"PSN1","SIDM00469","910546","PAAD","pancreas","pancreas","GDSC2","282"
"OAW-42","SIDM00480","910548","OV","urogenital_system","ovary","GDSC2","253"
"OE33","SIDM00477","910549","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"CW-2","SIDM00282","910554","COREAD","digestive_system","large_intestine","GDSC2","283"
"CHP-126","SIDM00286","910567","NB","nervous_system","neuroblastoma","GDSC2","179"
"CGTH-W-1","SIDM01248","910568","THCA","thyroid","thyroid","GDSC2","170"
"COLO-320-HSR","SIDM00842","910569","COREAD","digestive_system","large_intestine","GDSC2","283"
"ATN-1","SIDM00233","910687","ALL","blood","lymphoblastic_T_cell_leukaemia","GDSC2","280"
"CESS","SIDM00917","910688","LAML","blood","acute_myeloid_leukaemia","GDSC2","280"
"COLO-678","SIDM00957","910689","COREAD","digestive_system","large_intestine","GDSC2","282"
"COLO-684","SIDM00142","910691","UCEC","urogenital_system","endometrium","GDSC2","281"
"COLO-668","SIDM00143","910692","SCLC","lung","lung_small_cell_carcinoma","GDSC2","282"
"LN-405","SIDM00343","910694","GBM","nervous_system","glioma","GDSC2","281"
"TGBC24TKB","SIDM00267","910695","UNCLASSIFIED","digestive_system","biliary_tract","GDSC2","281"
"A388","SIDM00794","910697","UNCLASSIFIED","skin","skin_other","GDSC2","180"
"BFTC-909","SIDM00988","910698","KIRC","kidney","kidney","GDSC2","280"
"C2BBe1","SIDM01233","910700","COREAD","digestive_system","large_intestine","GDSC2","282"
"SCC-25","SIDM01082","910701","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180"
